"folio","entidad","munici","mened","IA","numpeho","edadjef","sexojef","añosedu","alsa"
40163,4,2,1,0,7,54,1,9,419
281281,28,29,0,0,2,54,0,9,275
250873,25,6,0,1,5,42,0,9,1100
131252,13,58,1,1,6,57,0,9,1981
281284,28,29,0,1,2,56,0,9,350
170973,17,11,0,1,4,58,0,9,587
100861,10,7,0,1,2,64,1,9,485
241938,24,49,1,1,10,71,0,9,650
121309,12,45,1,1,4,22,0,9,290
190362,19,17,1,1,5,64,0,9,420
50328,5,14,1,1,4,44,0,9,750
100851,10,7,0,0,3,66,0,9,560
160294,16,43,1,1,5,37,0,9,342
311326,31,56,1,0,4,35,0,9,660
291747,29,50,1,0,6,85,0,9,715
100641,10,5,1,1,6,49,0,9,420
40736,4,2,0,1,2,64,0,9,803
11352,1,2,1,1,9,43,1,9,111
41605,4,5,0,0,4,55,0,9,135
281375,28,32,1,1,3,89,0,9,930
190368,19,17,1,1,6,68,0,9,130
281378,28,32,0,0,3,62,0,9,288
190149,19,6,1,1,3,65,0,9,810
41661,4,9,0,1,2,69,0,9,314
21839,2,4,1,0,5,37,0,9,635
71576,7,101,1,1,3,31,0,9,98
251815,25,17,1,1,5,31,0,9,156
281418,28,32,0,1,3,63,0,9,749
91029,9,7,0,1,3,73,0,9,328
311495,31,67,1,0,6,32,0,9,632
80907,8,25,1,1,4,36,0,9,153
171931,17,30,1,1,6,38,1,9,710
170942,17,10,0,1,3,44,0,9,430
301991,30,211,0,0,2,47,0,9,263
10289,1,1,1,0,3,50,0,9,515
311579,31,79,0,1,2,86,0,9,158
111430,11,28,1,1,6,37,0,9,558
270325,27,3,1,1,4,41,0,9,2206
281447,28,32,1,1,4,40,0,9,1075
300491,30,57,0,1,4,57,1,9,255
130805,13,48,0,0,5,64,0,9,964
281468,28,32,1,1,5,39,0,9,750
161395,16,93,1,1,6,33,0,9,870
130402,13,18,0,1,1,81,0,9,56
121016,12,32,1,1,7,31,0,9,257
90936,9,7,0,0,3,59,1,9,715
161401,16,94,1,1,5,44,0,9,374
171453,17,19,1,1,6,59,0,9,456
270063,27,2,0,0,2,41,0,9,329
192290,19,49,0,1,2,70,1,9,422
290155,29,5,0,1,1,50,0,9,514
230560,23,4,1,1,6,29,0,9,240
111433,11,28,1,1,4,34,0,9,242
210687,21,82,1,1,3,35,0,9,165
191828,19,45,1,1,6,59,0,9,474
111068,11,20,0,1,4,63,0,9,1200
120475,12,3,0,1,4,65,0,9,430
161014,16,71,0,0,2,57,0,9,497
150550,15,33,1,0,4,60,0,9,580
230225,23,2,1,1,4,37,1,9,615
320403,32,10,0,1,2,61,0,9,165
131492,13,71,0,1,4,58,1,9,260
61273,6,9,1,1,6,38,0,9,716
140166,14,21,0,1,5,47,0,9,611
51905,5,38,0,0,1,89,0,9,141
241830,24,43,1,1,7,34,0,9,640
150867,15,42,1,1,5,44,0,9,430
11955,1,11,0,1,4,60,0,9,439
131184,13,53,1,1,2,42,1,9,797
210124,21,15,1,1,5,35,0,9,610
141160,14,91,0,1,4,62,1,9,316
242032,24,54,1,0,4,56,0,9,264
101827,10,39,0,1,5,47,1,9,390
281570,28,32,1,1,8,28,1,9,1250
241407,24,31,1,1,3,23,1,9,0
320148,32,10,0,1,2,85,0,9,47
201704,20,509,1,1,7,33,0,9,189
191469,19,39,1,0,8,61,0,9,120
41367,4,4,0,1,1,71,0,9,590
280918,28,25,1,0,5,26,0,9,222
81166,8,32,0,0,2,73,1,9,122
230245,23,2,1,0,4,52,0,9,346
150950,15,56,0,1,3,59,0,9,470
190488,19,21,1,1,6,43,0,9,1150
211271,21,114,0,1,3,65,0,9,485
290931,29,25,1,1,6,37,0,9,568
290151,29,5,0,1,3,51,0,9,300
311093,31,50,1,0,4,50,0,9,397
260559,26,25,1,0,9,69,1,9,550
230686,23,5,1,1,2,66,0,9,441
200745,20,125,1,1,7,47,0,9,290
150632,15,33,1,1,6,31,0,9,389
121842,12,77,0,1,2,63,0,9,200
210006,21,3,0,1,2,62,0,9,530
281664,28,33,1,1,6,57,0,9,850
131128,13,51,0,1,2,82,0,9,210
30202,3,1,1,1,7,45,0,9,414
40763,4,2,1,1,12,62,0,9,1136
241905,24,49,1,1,5,57,0,9,136
281677,28,33,0,1,1,68,1,9,0
281678,28,33,1,1,4,44,0,9,506
110562,11,15,1,0,6,49,0,9,1270
230456,23,4,1,0,4,42,1,9,295
161196,16,82,1,0,7,37,0,9,1020
230578,23,4,0,1,2,78,0,9,297
301412,30,145,0,1,2,44,0,9,380
201517,20,413,1,1,3,46,0,9,352
200984,20,188,1,0,3,47,0,9,594
10571,1,1,1,0,8,56,1,9,580
41875,4,10,1,1,3,30,0,9,168
281695,28,33,0,1,2,76,0,9,301
111795,11,41,1,1,4,56,1,9,853
201056,20,211,1,1,3,44,1,9,326
170681,17,7,0,1,1,54,1,9,750
161120,16,76,0,0,2,57,1,9,300
160216,16,33,0,0,1,72,1,9,143
281705,28,33,0,1,2,50,0,9,292
291859,29,59,0,1,3,91,0,9,185
271802,27,17,0,1,4,66,0,9,290
240469,24,17,1,1,5,44,0,9,435
262003,26,72,1,1,5,37,0,9,282
150609,15,33,0,1,2,66,0,9,203
300933,30,109,1,1,2,46,1,9,411
21746,2,4,0,1,2,23,0,9,410
260390,26,18,1,0,5,91,0,9,1242
91710,9,12,1,1,4,43,1,9,362
250404,25,6,0,1,1,58,0,9,600
261290,26,30,1,0,3,24,1,9,266
281753,28,38,0,1,2,86,0,9,358
211676,21,161,1,1,3,63,0,9,610
290142,29,5,1,1,5,24,0,9,336
82128,8,65,0,1,4,53,0,9,473
241752,24,40,1,0,5,66,0,9,385
61371,6,9,1,0,4,33,1,9,459
80920,8,25,1,1,4,43,0,9,698
41618,4,6,1,0,4,45,0,9,780
191711,19,39,0,1,3,52,1,9,338
150307,15,29,1,1,6,50,0,9,810
111530,11,31,1,1,4,42,0,9,900
281854,28,38,0,1,2,73,1,9,431
281860,28,38,1,0,5,48,0,9,730
281861,28,38,0,0,2,86,1,9,416
281181,28,27,0,1,3,76,0,9,425
151432,15,70,1,0,3,47,0,9,239
230529,23,4,1,1,5,25,0,9,425
190619,19,26,1,0,4,40,1,9,594
221391,22,14,0,1,2,52,1,9,330
200513,20,72,1,1,5,55,0,9,500
220859,22,14,0,0,2,69,0,9,520
71254,7,96,1,0,3,40,0,9,575
91077,9,7,1,1,6,27,0,9,534
161216,16,83,0,0,3,38,0,9,126
150338,15,29,0,1,2,54,0,9,70
300519,30,68,1,1,6,27,0,9,685
110660,11,17,1,1,5,65,0,9,539
170847,17,8,0,0,5,56,0,9,390
100370,10,5,1,1,6,62,1,9,730
11287,1,2,1,0,3,33,0,9,135
101541,10,23,1,1,4,48,0,9,592
210332,21,43,1,1,4,65,0,9,410
111737,11,39,1,1,7,41,0,9,742
71605,7,103,1,1,7,45,0,9,456
111832,11,42,1,0,5,41,0,9,465
251310,25,12,0,1,2,76,1,9,449
281377,28,32,0,0,1,59,0,9,30
150084,15,14,1,1,3,40,1,9,480
191366,19,39,1,1,5,28,0,9,190
40870,4,3,1,0,6,44,0,9,411
152028,15,109,0,0,6,53,1,9,850
90255,9,4,0,0,4,51,0,9,1360
282011,28,39,0,1,3,70,0,9,384
140758,14,50,1,1,9,44,0,9,1070
151374,15,68,1,1,4,48,0,9,284
201701,20,509,1,1,7,49,0,9,15
220505,22,11,1,1,3,28,0,9,566
251361,25,12,1,1,9,58,0,9,250
10505,1,1,0,1,1,54,0,9,208
231386,23,5,0,1,2,59,1,9,50
271017,27,6,0,0,2,60,0,9,456
301550,30,175,1,1,6,38,0,9,323
181057,18,17,1,1,4,81,1,9,338
282056,28,40,0,1,2,54,0,9,356
201369,20,380,0,1,2,64,0,9,261
100022,10,1,0,1,1,82,1,9,310
260467,26,19,1,0,3,51,0,9,429
181589,18,17,1,1,3,50,0,9,590
180955,18,15,1,1,3,36,0,9,473
191691,19,39,0,1,1,45,0,9,196
180350,18,7,1,0,5,32,0,9,220
301556,30,175,1,1,5,65,0,9,364
282097,28,41,1,1,3,46,0,9,606
191997,19,46,0,1,3,60,0,9,680
300918,30,105,1,0,11,72,0,9,730
81212,8,32,1,1,6,47,0,9,688
160297,16,43,1,0,5,33,0,9,631
51530,5,33,0,0,2,55,0,9,582
10299,1,1,1,0,6,52,1,9,320
60151,6,1,1,1,2,33,1,9,321
282145,28,41,0,1,2,57,1,9,319
220262,22,7,1,1,5,46,0,9,530
60828,6,7,1,0,3,57,0,9,734
32083,3,8,1,0,4,34,0,9,844
40729,4,2,0,1,1,87,0,9,117
201424,20,399,0,1,2,70,1,9,257
291576,29,39,1,1,15,54,1,9,2260
60854,6,7,1,0,5,30,0,9,795
130647,13,32,1,1,5,53,0,9,580
280426,28,11,0,0,2,81,1,9,680
280285,28,9,1,1,4,51,0,9,499
241801,24,42,1,1,5,44,0,9,156
11277,1,2,1,1,4,36,1,9,431
260807,26,30,1,1,5,39,0,9,309
290469,29,13,1,0,4,21,0,9,730
70206,7,19,1,1,4,37,0,9,535
241697,24,37,1,1,4,44,0,9,165
282217,28,41,0,0,2,59,0,9,126
290966,29,25,1,1,7,57,0,9,820
181022,18,16,0,1,2,63,0,9,480
210489,21,61,1,1,8,35,0,9,810
161072,16,71,0,0,4,81,1,9,126
251225,25,11,1,1,6,74,0,9,614
40901,4,3,1,1,4,47,0,9,1570
60698,6,5,0,0,2,69,0,9,650
282268,28,41,0,0,1,72,1,9,222
282269,28,41,0,1,2,65,1,9,415
301983,30,211,1,0,4,41,0,9,461
130227,13,10,0,1,3,54,0,9,262
282282,28,41,1,1,4,47,0,9,420
141206,14,93,0,1,2,65,0,9,242
282286,28,41,1,1,6,67,1,9,602
191489,19,39,1,1,6,70,1,9,747
271695,27,14,1,1,4,57,1,9,515
200373,20,58,1,1,5,34,1,9,546
241138,24,28,1,0,13,47,0,9,740
200750,20,125,1,1,7,55,0,9,143
311852,31,102,1,1,7,57,0,9,286
121090,12,35,1,1,4,50,1,9,382
270221,27,2,1,0,6,57,0,9,577
282299,28,41,1,0,3,38,1,9,484
290001,29,5,0,1,2,63,1,9,199
260417,26,18,0,0,3,48,0,9,475
290864,29,23,1,1,5,37,1,9,564
251396,25,12,1,1,5,53,1,9,662
220745,22,14,0,1,3,69,1,9,455
201876,20,565,0,1,2,85,0,9,282
191555,19,39,0,1,2,81,0,9,161
30791,3,3,0,1,3,77,0,9,637
290029,29,5,1,1,3,46,0,9,175
290032,29,5,0,1,2,89,0,9,294
101692,10,32,0,1,1,88,1,9,90
191808,19,44,1,0,4,41,0,9,405
251262,25,12,0,0,3,56,0,9,380
160228,16,33,1,1,6,37,0,9,733
31334,3,3,0,1,4,67,0,9,549
290060,29,5,1,1,7,88,0,9,2100
221888,22,18,1,1,4,31,0,9,377
290063,29,5,0,1,2,89,1,9,459
290064,29,5,0,1,2,75,1,9,516
230621,23,4,0,0,2,50,0,9,311
131766,13,81,1,1,3,33,0,9,195
101293,10,12,0,1,6,78,1,9,410
171162,17,12,1,1,4,50,0,9,259
22398,2,4,1,1,5,47,0,9,568
60129,6,1,1,1,3,50,0,9,382
92023,9,15,1,1,4,31,1,9,307
151729,15,99,0,1,4,61,0,9,0
311861,31,102,1,1,4,20,0,9,300
271159,27,8,1,1,5,72,0,9,285
320426,32,10,0,1,4,57,0,9,302
231480,23,5,1,1,4,36,1,9,389
211742,21,164,1,1,2,59,1,9,289
251259,25,12,0,0,1,66,0,9,293
160035,16,6,1,0,5,30,1,9,524
161426,16,94,1,0,4,40,0,9,894
121676,12,66,1,1,4,43,1,9,474
251271,25,12,1,0,5,67,1,9,730
251273,25,12,0,0,3,51,1,9,554
160802,16,55,0,1,3,73,0,9,270
171105,17,11,1,1,4,33,0,9,590
251287,25,12,1,1,4,48,0,9,553
191039,19,31,1,1,6,55,0,9,348
251638,25,13,0,1,2,71,1,9,360
61599,6,9,1,1,4,35,0,9,732
120832,12,28,1,1,8,31,0,9,1000
281714,28,33,1,0,3,48,0,9,578
251312,25,12,1,1,4,53,0,9,572
251241,25,11,1,1,3,61,1,9,224
80177,8,10,0,1,2,75,0,9,232
310178,31,27,0,1,2,83,0,9,109
251626,25,13,1,1,8,72,0,9,420
231586,23,5,1,1,4,34,1,9,314
251340,25,12,0,1,2,22,0,9,311
101052,10,7,0,1,2,59,0,9,620
300714,30,83,1,1,5,54,0,9,264
251351,25,12,0,0,1,65,1,9,329
280924,28,25,0,0,5,77,0,9,1304
170709,17,7,0,0,2,68,0,9,495
30362,3,2,0,1,2,45,1,9,265
80203,8,12,1,0,6,40,0,9,260
10032,1,1,0,1,2,53,0,9,356
310055,31,4,1,1,7,52,0,9,540
251365,25,12,1,0,5,43,0,9,840
60593,6,4,1,1,6,33,0,9,283
310302,31,36,1,1,4,25,0,9,772
180478,18,10,0,0,1,75,1,9,54
320073,32,5,0,0,1,59,1,9,239
101861,10,39,0,1,2,43,1,9,310
120541,12,11,1,0,3,56,0,9,237
140158,14,21,0,0,2,55,0,9,561
111521,11,31,1,1,7,36,0,9,340
50070,5,2,1,1,7,53,0,9,810
161708,16,108,1,0,5,61,0,9,1330
150041,15,13,0,1,2,69,1,9,190
61145,6,7,0,0,1,54,1,9,110
82127,8,65,1,1,3,56,0,9,106
81578,8,37,1,0,6,51,0,9,1030
260893,26,30,0,0,2,75,1,9,240
70666,7,52,1,1,3,37,0,9,745
111829,11,42,1,1,7,39,0,9,428
20337,2,1,1,1,8,40,0,9,1540
170017,17,1,1,1,4,47,0,9,480
131253,13,58,0,1,1,61,0,9,40
21236,2,3,1,1,4,42,0,9,444
70106,7,15,1,1,4,43,0,9,690
50075,5,2,1,1,4,34,1,9,517
301879,30,199,1,1,3,39,1,9,163
92098,9,15,0,0,2,53,0,9,134
131781,13,81,1,0,6,40,0,9,2200
300700,30,83,0,1,1,50,0,9,244
50566,5,20,0,1,1,75,1,9,486
240816,24,28,0,0,3,73,0,9,500
251214,25,11,0,1,2,59,0,9,133
60590,6,4,1,0,5,35,0,9,372
160406,16,45,0,1,5,52,0,9,798
300019,30,7,1,0,3,24,0,9,295
71478,7,101,0,1,4,48,1,9,830
280442,28,12,0,1,3,66,0,9,150
251556,25,12,0,0,3,47,1,9,930
200335,20,55,0,1,2,71,0,9,271
190878,19,26,0,1,1,72,0,9,475
141167,14,91,0,0,2,68,0,9,365
300300,30,45,0,0,1,45,0,9,332
91570,9,11,1,0,5,45,0,9,676
300343,30,46,1,1,5,34,0,9,322
180506,18,10,0,1,5,61,0,9,735
201034,20,202,1,0,3,70,1,9,141
231446,23,5,1,1,5,39,1,9,0
211893,21,188,1,1,4,26,1,9,245
251194,25,11,1,0,5,64,1,9,459
110028,11,1,1,0,5,25,0,9,241
10147,1,1,1,1,4,56,0,9,346
291151,29,32,0,1,2,31,0,9,311
251193,25,11,1,1,7,63,1,9,830
320416,32,10,1,1,6,59,0,9,122
251899,25,18,0,0,2,64,0,9,234
100951,10,7,1,0,5,71,0,9,1123
321039,32,36,0,0,3,68,0,9,608
301611,30,189,1,1,7,73,0,9,529
152191,15,118,1,1,6,41,0,9,382
71227,7,93,1,1,4,28,0,9,230
121303,12,45,1,1,6,24,0,9,100
251628,25,13,0,0,3,35,0,9,1550
11757,1,7,1,1,8,55,0,9,530
81475,8,37,1,0,2,54,1,9,82
221374,22,14,1,1,5,39,0,9,471
151064,15,57,0,1,4,56,1,9,708
251648,25,13,1,0,8,46,0,9,625
100152,10,5,0,0,2,76,1,9,181
220903,22,14,0,1,2,70,0,9,226
210740,21,100,1,0,3,49,0,9,125
130312,13,16,1,0,6,39,0,9,354
110897,11,20,1,0,5,48,0,9,622
110088,11,3,1,1,8,49,0,9,544
231767,23,6,1,1,5,63,0,9,658
201646,20,477,1,1,4,74,1,9,206
11202,1,1,1,1,5,39,0,9,493
251702,25,15,0,1,2,59,0,9,215
240099,24,3,1,1,3,47,0,9,365
150923,15,51,0,1,5,43,0,9,640
90907,9,7,0,1,2,59,1,9,274
251717,25,15,1,0,5,49,1,9,277
161841,16,112,1,1,4,28,0,9,390
22351,2,4,1,1,9,43,0,9,777
20836,2,2,1,0,4,40,0,9,952
60318,6,2,0,1,1,51,1,9,495
180905,18,15,1,1,5,42,0,9,669
220060,22,1,1,1,6,28,0,9,650
61697,6,10,1,1,5,62,0,9,0
80285,8,17,0,1,3,68,1,9,227
30456,3,2,0,1,4,54,1,9,704
100916,10,7,1,1,6,42,0,9,680
270032,27,1,0,1,2,57,0,9,445
291103,29,31,1,1,4,36,1,9,250
91229,9,8,0,1,1,29,0,9,473
110299,11,7,1,0,3,44,1,9,215
161195,16,82,1,0,9,59,1,9,777
121376,12,51,0,1,2,64,0,9,475
251140,25,11,0,1,2,70,0,9,324
290886,29,25,1,1,7,49,0,9,353
251776,25,15,1,0,4,50,0,9,711
60108,6,1,1,1,5,61,1,9,891
111377,11,27,1,1,9,64,0,9,1366
241352,24,28,1,1,4,48,0,9,720
251809,25,17,1,1,5,34,0,9,136
311286,31,51,0,0,5,43,0,9,846
311680,31,95,1,0,5,46,0,9,430
171112,17,11,0,1,3,67,1,9,529
251836,25,17,0,1,4,49,0,9,281
271312,27,10,1,1,8,41,0,9,3200
152006,15,106,0,1,2,75,1,9,103
161371,16,93,0,0,3,77,0,9,430
251845,25,17,1,1,5,47,0,9,1345
171438,17,19,0,1,2,56,0,9,424
270645,27,4,1,1,4,48,0,9,327
152351,15,124,1,1,6,45,0,9,505
190123,19,6,1,0,3,56,1,9,850
70610,7,46,0,1,2,91,1,9,503
311847,31,102,0,0,5,58,0,9,248
170450,17,7,0,1,2,79,0,9,205
70974,7,76,1,0,2,37,1,9,415
251862,25,18,0,0,2,53,1,9,805
251863,25,18,1,1,6,54,0,9,715
230261,23,2,0,0,2,69,0,9,80
232162,23,9,1,1,6,56,0,9,601
11267,1,1,1,0,6,38,0,9,294
251367,25,12,0,0,2,73,0,9,316
171572,17,23,1,1,4,42,0,9,950
201562,20,439,1,1,8,43,0,9,270
220390,22,9,1,1,5,51,0,9,701
151158,15,58,0,1,4,60,0,9,362
251887,25,18,1,1,9,52,0,9,951
261923,26,55,0,0,2,71,1,9,582
20996,2,2,0,1,3,57,1,9,233
171444,17,19,1,1,3,54,0,9,272
301594,30,186,1,0,3,26,0,9,494
190652,19,26,1,0,7,51,0,9,560
291225,29,33,1,1,5,45,0,9,483
50886,5,27,0,1,2,56,0,9,405
171850,17,29,0,1,4,54,0,9,810
161443,16,102,1,0,5,39,0,9,592
291936,29,60,0,0,6,56,0,9,942
251905,25,18,1,0,2,31,1,9,345
100324,10,5,0,0,5,65,0,9,196
230620,23,4,0,0,5,77,0,9,413
251913,25,18,1,1,5,30,0,9,1470
110292,11,7,1,1,5,53,0,9,675
161096,16,76,1,0,4,47,0,9,642
250887,25,6,1,0,5,35,0,9,773
90366,9,5,0,1,4,82,1,9,172
291542,29,39,1,1,8,32,0,9,600
251923,25,18,1,0,3,22,1,9,526
251872,25,18,1,1,5,35,0,9,372
320993,32,35,0,0,2,68,0,9,187
250628,25,6,1,1,3,47,1,9,968
21228,2,3,1,0,3,31,1,9,570
251089,25,10,0,0,2,81,1,9,115
270482,27,4,1,0,5,55,0,9,583
280085,28,3,1,1,4,84,0,9,508
70194,7,19,0,1,2,71,1,9,252
130296,13,16,1,1,3,36,1,9,503
10803,1,1,1,0,2,57,0,9,120
210797,21,109,1,0,3,37,1,9,258
61590,6,9,1,1,3,37,1,9,888
251084,25,10,0,1,2,80,1,9,240
310647,31,50,0,0,2,76,0,9,530
171248,17,16,1,0,5,33,0,9,427
260594,26,26,0,1,3,70,0,9,396
21689,2,4,0,1,3,57,0,9,455
100091,10,4,1,0,3,52,1,9,81
250288,25,2,1,0,7,60,0,9,349
180585,18,12,0,0,3,68,1,9,292
260107,26,3,0,1,2,67,1,9,299
150399,15,31,0,1,2,75,0,9,859
260117,26,3,0,1,5,69,1,9,420
70004,7,6,1,1,6,30,0,9,1070
201190,20,294,0,0,1,72,0,9,64
260547,26,25,0,0,2,65,0,9,1185
250655,25,6,1,0,4,40,0,9,371
310324,31,36,1,1,7,44,1,9,531
170304,17,6,1,0,3,31,1,9,822
100019,10,1,1,1,4,68,0,9,635
200442,20,67,1,0,7,34,0,9,341
301443,30,151,1,1,4,54,0,9,280
250179,25,1,0,0,3,72,0,9,380
241631,24,37,0,1,4,66,0,9,810
240473,24,17,1,0,5,47,0,9,425
260157,26,15,0,0,1,90,1,9,475
301930,30,211,0,1,3,67,0,9,606
251071,25,10,0,1,1,42,1,9,810
310916,31,50,1,1,4,43,1,9,558
280965,28,27,0,0,4,88,1,9,226
70969,7,76,1,1,7,40,0,9,200
51184,5,30,1,1,5,45,0,9,586
270341,27,3,1,1,5,35,0,9,724
260171,26,16,1,1,4,63,0,9,457
80096,8,5,1,1,5,42,0,9,469
81679,8,37,1,0,4,38,0,9,730
200192,20,41,1,0,5,26,0,9,377
280555,28,12,0,1,1,62,1,9,114
40528,4,2,1,0,3,41,0,9,711
320806,32,20,0,0,1,65,0,9,125
311719,31,96,1,0,5,25,0,9,1605
11294,1,2,1,1,8,65,1,9,540
101661,10,30,0,0,2,76,0,9,212
180010,18,1,1,0,7,75,0,9,867
231699,23,6,1,1,5,41,1,9,307
191143,19,33,1,1,4,40,0,9,367
300712,30,83,1,1,6,47,0,9,328
141270,14,97,1,1,6,54,0,9,1360
10590,1,1,0,0,3,70,0,9,572
291453,29,36,1,1,5,42,0,9,740
310771,31,50,1,1,3,70,0,9,325
241892,24,49,0,0,4,51,0,9,530
280113,28,3,1,0,5,47,0,9,418
320275,32,10,1,1,3,55,0,9,317
41798,4,9,0,1,1,51,0,9,315
30814,3,3,1,0,4,41,0,9,435
200065,20,15,0,1,2,54,0,9,152
271339,27,10,1,1,6,65,0,9,196
290941,29,25,1,0,6,54,0,9,543
320700,32,17,1,0,4,62,0,9,572
271726,27,15,0,1,2,51,0,9,322
200842,20,177,1,0,5,36,0,9,119
240428,24,16,0,1,3,66,0,9,565
191866,19,46,1,1,4,40,0,9,645
161584,16,104,1,1,4,31,0,9,210
210335,21,43,1,1,6,45,0,9,515
41889,4,10,1,1,3,35,0,9,408
301450,30,151,0,1,2,54,0,9,305
151572,15,90,1,1,6,41,0,9,447
301586,30,186,1,1,5,60,0,9,374
82031,8,48,1,0,3,65,0,9,114
70697,7,52,1,1,5,36,0,9,387
180746,18,14,0,1,3,65,0,9,564
70265,7,23,0,1,3,71,0,9,264
50690,5,25,1,1,5,50,1,9,1030
30143,3,1,1,1,4,69,0,9,369
180844,18,15,0,1,3,57,0,9,402
151640,15,93,0,1,2,52,0,9,237
301966,30,211,0,0,2,42,0,9,305
171035,17,11,0,0,5,55,0,9,532
110189,11,4,1,1,6,48,0,9,379
200044,20,15,0,1,2,60,0,9,404
101551,10,23,1,1,3,35,0,9,156
150332,15,29,1,1,5,51,1,9,305
141382,14,98,1,1,5,39,1,9,450
220279,22,7,1,0,10,49,0,9,604
171878,17,30,1,1,4,30,1,9,269
301164,30,129,0,1,1,51,1,9,300
101296,10,12,1,0,5,46,0,9,385
51879,5,38,0,0,2,79,0,9,695
251033,25,10,1,1,5,38,0,9,205
200944,20,184,0,1,3,31,0,9,924
260406,26,18,1,0,3,68,1,9,640
20179,2,1,0,0,1,62,1,9,194
240639,24,24,1,1,4,78,0,9,263
260745,26,30,0,0,1,71,1,9,374
21301,2,3,0,1,1,33,0,9,260
121354,12,46,0,0,3,49,0,9,554
170622,17,7,0,1,5,71,0,9,505
230626,23,4,1,0,3,52,0,9,165
60075,6,1,0,1,2,62,0,9,194
110751,11,18,0,1,2,75,0,9,596
101465,10,18,0,0,2,60,1,9,799
121374,12,51,1,1,2,56,1,9,352
30999,3,3,0,1,5,61,0,9,1009
50388,5,17,0,0,1,51,0,9,260
71604,7,103,1,1,6,42,0,9,785
181167,18,17,1,0,5,58,0,9,310
240376,24,13,1,1,4,34,0,9,972
251023,25,10,1,1,3,55,0,9,420
100845,10,7,0,0,3,57,0,9,965
41447,4,4,1,1,6,34,0,9,550
170235,17,6,1,0,4,44,0,9,320
11821,1,9,0,1,2,63,0,9,176
230696,23,5,1,1,7,57,0,9,2099
241377,24,28,0,1,2,70,1,9,260
301545,30,175,1,1,6,41,0,9,398
250310,25,2,0,0,3,84,1,9,1059
301766,30,193,0,1,2,65,0,9,5
131437,13,69,1,1,4,48,1,9,1672
300331,30,46,0,1,2,56,1,9,245
160416,16,50,0,0,1,74,0,9,0
41151,4,3,1,0,5,56,0,9,475
200511,20,72,1,0,4,21,1,9,470
211213,21,114,0,1,2,65,1,9,385
291413,29,34,1,1,4,55,0,9,642
251725,25,15,1,0,4,47,1,9,0
260540,26,25,0,0,2,65,0,9,140
111826,11,42,1,0,5,26,0,9,570
100747,10,5,1,1,3,40,1,9,300
200393,20,67,0,1,2,76,1,9,1465
120745,12,22,0,1,2,58,0,9,406
51289,5,30,0,1,4,56,0,9,758
250991,25,8,1,0,6,70,1,9,880
200508,20,72,1,0,4,24,0,9,185
120316,12,1,0,1,2,70,0,9,354
110605,11,17,1,1,4,42,0,9,276
60033,6,1,1,1,5,61,0,9,426
21156,2,2,1,1,4,80,0,9,690
310214,31,32,0,1,3,51,0,9,372
100397,10,5,0,1,2,66,0,9,243
61555,6,9,1,1,4,70,0,9,313
251634,25,13,0,1,2,81,0,9,262
150425,15,31,0,1,3,73,1,9,346
120270,12,1,1,0,3,54,0,9,597
311578,31,79,1,1,2,51,1,9,820
91042,9,7,1,1,3,57,1,9,558
231747,23,6,1,0,5,39,1,9,801
260602,26,26,0,0,3,51,0,9,288
250963,25,8,1,1,4,72,0,9,476
191730,19,41,1,1,3,66,0,9,514
111499,11,29,1,0,6,50,0,9,800
280514,28,12,1,0,7,60,0,9,396
80810,8,21,1,1,4,67,0,9,439
10893,1,1,0,1,2,57,0,9,188
231114,23,5,1,1,6,30,0,9,367
300094,30,23,1,1,3,50,0,9,120
240399,24,14,1,1,5,55,0,9,266
191130,19,33,0,0,2,72,0,9,472
320933,32,34,1,0,6,39,0,9,240
191443,19,39,1,1,6,77,1,9,1530
220144,22,4,1,1,4,45,0,9,252
60209,6,2,0,1,2,70,1,9,430
161116,16,76,1,0,12,45,0,9,2619
281088,28,27,1,1,5,40,0,9,320
201144,20,276,1,1,5,32,0,9,310
260648,26,26,1,1,4,33,0,9,288
160838,16,56,1,0,5,37,0,9,465
51339,5,30,1,1,3,61,0,9,564
301087,30,124,1,1,6,41,0,9,200
230855,23,5,1,0,4,36,1,9,742
81498,8,37,0,1,1,53,1,9,857
60155,6,1,0,0,2,76,0,9,350
110201,11,5,1,0,4,37,0,9,100
180989,18,16,1,1,4,52,1,9,854
80287,8,17,1,1,5,35,0,9,466
81469,8,37,1,0,7,35,0,9,670
181721,18,18,0,1,3,53,0,9,399
250938,25,7,1,1,5,81,1,9,864
280766,28,22,0,0,3,43,0,9,370
260693,26,29,0,0,2,85,0,9,0
110431,11,11,0,1,2,74,0,9,258
251067,25,10,0,0,1,56,1,9,690
231213,23,5,1,1,3,62,1,9,920
281007,28,27,0,1,5,78,0,9,113
260103,26,3,1,1,4,66,0,9,488
80052,8,3,1,1,4,52,0,9,308
200850,20,177,1,1,4,42,0,9,170
41584,4,5,1,1,3,38,0,9,711
300083,30,23,1,1,4,36,0,9,564
22059,2,4,1,1,6,49,1,9,800
130032,13,2,0,0,2,48,0,9,110
250931,25,7,0,1,1,81,1,9,242
200625,20,87,1,1,2,32,1,9,199
250865,25,6,1,0,5,32,0,9,850
151445,15,77,0,0,2,52,0,9,112
261128,26,30,0,1,3,73,0,9,90
51115,5,30,0,0,2,66,0,9,182
160075,16,17,0,0,2,86,1,9,270
281149,28,27,1,0,5,45,1,9,970
260790,26,30,1,1,3,67,0,9,285
