"nse5f","area","numpeho","refin","edadjef","sexojef","añosedu","IA","ln_als","ln_alns"
1,1,3,0,39,1,9,1,6.60665018619822,2.99573227355399
2,0,7,1,31,0,9,1,6.45833828334479,3.40119738166216
3,1,5,0,44,0,9,1,6.35957386867238,NA
1,0,1,0,56,0,9,1,4.0943445622221,2.70805020110221
4,0,4,0,34,0,9,1,6.00388706710654,5.29831736654804
3,1,5,0,58,0,9,1,5.7037824746562,5.39362754635236
1,0,5,0,NA,NA,9,1,6.25190388316589,2.89037175789616
1,1,6,0,33,0,9,1,6.38012253689976,4.43081679884331
4,0,6,1,51,0,9,1,6.33505425149806,NA
3,0,8,0,50,0,9,0,5.61677109766657,2.99573227355399
2,1,6,0,42,1,9,1,6.48463523563525,4.60517018598809
2,1,3,1,54,0,9,1,6.30991827822652,NA
1,1,3,0,51,0,9,1,5.90536184805457,4.00733318523247
3,1,4,0,72,0,9,0,5.45958551414416,4.38202663467388
2,1,3,0,47,0,9,1,6.79122146272619,NA
1,1,3,0,46,0,9,0,4.00733318523247,NA
4,0,3,1,56,0,9,1,6.18620862390049,2.99573227355399
4,0,7,0,76,0,9,1,6.97073007814353,4.24849524204936
2,1,5,1,58,0,9,1,6.44571981938558,NA
3,1,2,0,47,1,9,1,6.69703424766648,4.60517018598809
4,0,5,0,43,0,9,0,6.04973345523196,4.0943445622221
3,0,4,0,32,1,9,1,5.28826703069454,NA
3,0,5,0,52,0,9,1,6.06378520868761,2.83321334405622
1,1,6,0,68,0,9,1,5.07517381523383,NA
3,0,2,0,78,0,9,1,5.56068163101553,NA
1,0,5,0,57,1,9,1,6.2363695902037,4.0943445622221
3,0,6,0,NA,NA,9,1,5.57972982598622,NA
4,1,5,1,43,0,9,0,6.37161184723186,NA
3,1,5,1,29,0,9,0,NA,NA
2,1,9,0,43,0,9,1,6.52209279817015,3.80666248977032
4,0,11,0,54,0,9,1,7.27862894232068,3.91202300542815
2,1,3,0,22,1,9,1,5.94017125272043,NA
4,1,4,1,40,0,9,1,6.29341927884648,4.38202663467388
4,0,3,1,69,0,9,0,5.97380961186926,NA
1,1,5,0,35,1,9,1,6.9177056098353,NA
3,1,2,0,66,0,9,1,6.19644412779452,2.89037175789616
3,1,6,0,45,1,9,1,6.32256523992728,5.76832099579377
2,0,5,0,46,0,9,1,6.5191472879404,NA
3,1,4,0,26,0,9,0,6.87212810133899,NA
2,0,6,0,44,0,9,1,5.19295685089021,3.46573590279973
4,0,2,1,49,0,9,0,5.92692602597041,5.01063529409626
1,1,4,0,59,0,9,1,NA,2.99573227355399
3,0,5,0,64,1,9,0,6.74523634948436,5.01063529409626
4,1,6,0,56,0,9,1,5.52545293913178,2.07944154167984
2,1,2,0,63,0,9,0,6.27476202124194,NA
2,1,6,0,45,0,9,0,6.71174039505618,4.65396035015752
3,1,7,0,44,1,9,1,6.0913098820777,2.89037175789616
2,1,3,1,78,0,9,1,6.10702288774225,NA
3,1,13,0,83,1,9,1,7.4500795698075,6.92755790627832
3,1,5,0,46,0,9,1,6.27287700654617,NA
3,0,7,0,55,1,9,1,6.71659477352098,4.60517018598809
5,0,2,0,60,0,9,0,5.74620319054015,NA
1,1,6,0,47,0,9,1,6.28785856016178,2.89037175789616
2,0,7,1,43,1,9,1,7.03702761468628,5.33271879326537
1,0,5,0,37,0,9,1,5.14166355650266,NA
2,0,1,0,85,1,9,1,6.23441072571837,NA
2,1,4,0,31,0,9,1,6.54391184556479,NA
3,0,1,0,77,1,9,0,5.01063529409626,NA
3,0,4,0,NA,NA,9,1,6.30444880242198,4.63472898822964
5,0,3,0,51,0,9,1,5.82008293035236,6.17378610390194
1,0,2,0,59,0,9,1,5.55295958492162,NA
2,1,5,1,34,0,9,1,6.75110146893676,2.99573227355399
3,1,3,0,60,0,9,0,3.73766961828337,4.9416424226093
1,1,7,0,32,0,9,1,5.57594910314632,NA
4,0,2,1,68,1,9,1,5.92958914338989,NA
1,1,3,0,66,0,9,1,5.50125821054473,NA
5,0,6,0,48,0,9,1,6.69332366826995,NA
1,1,1,0,90,0,9,0,5.64190707093811,2.89037175789616
4,1,6,0,52,0,9,1,5.59842195899838,2.70805020110221
1,1,4,0,42,0,9,1,5.74939298590825,NA
4,0,1,0,60,1,9,0,5.25749537202778,4.35670882668959
1,1,5,0,50,0,9,1,6.57228254269401,3.68887945411394
1,1,9,0,52,0,9,1,5.94542060860658,NA
1,0,4,0,28,1,9,1,6.1779441140506,NA
3,0,1,0,64,0,9,1,6.13772705408623,2.99573227355399
1,1,6,0,29,0,9,1,5.03043792139244,NA
1,1,2,0,59,0,9,1,5.89715386763674,3.91202300542815
3,0,3,0,62,0,9,1,6.23244801655052,4.44265125649032
4,1,3,0,59,0,9,0,6.24610676548156,2.99573227355399
1,0,5,1,33,0,9,1,5.39362754635236,NA
1,1,7,0,NA,NA,9,1,6.92165818415113,NA
5,0,3,1,31,1,9,1,6.11146733950268,NA
2,0,2,0,NA,NA,9,1,6.48463523563525,3.91202300542815
3,0,2,0,60,0,9,1,6.29156913955832,2.30258509299405
1,0,4,0,62,0,9,1,5.04985600724954,NA
1,1,6,0,31,0,9,0,6.16120732169508,NA
4,0,2,0,76,0,9,1,6.52795791762255,NA
4,1,3,0,69,0,9,1,6.01126717440416,2.99573227355399
1,1,2,0,26,0,9,1,6.46146817635372,3.40119738166216
5,0,4,0,58,1,9,0,6.51619307604296,2.99573227355399
4,1,3,1,52,0,9,1,6.48768401848461,5.12396397940326
3,0,2,0,59,1,9,1,6.13556489108174,3.2188758248682
2,1,3,0,NA,NA,9,1,5.65599181081985,5.08759633523238
4,0,2,0,61,0,9,0,5.50938833662798,4.18965474202643
3,1,6,1,35,0,9,1,6.08449941307517,NA
4,0,4,0,NA,NA,9,1,6.42971947803914,3.68887945411394
3,1,2,0,54,0,9,1,6.84587987526405,NA
1,1,2,0,NA,NA,9,0,5.06259503302697,NA
2,1,2,0,56,0,9,1,5.88332238848828,2.83321334405622
1,1,4,0,36,0,9,1,6.83947643822884,NA
1,0,1,0,34,0,9,1,5.53338948872752,5.12396397940326
3,1,6,0,61,0,9,1,6.92951677076365,3.76120011569356
2,1,2,1,61,0,9,0,6.04263283368238,2.83321334405622
1,1,3,0,58,0,9,1,5.63478960316925,NA
3,0,5,0,39,0,9,1,6.90775527898214,5.29831736654804
3,0,1,0,78,1,9,1,NA,NA
5,0,4,0,65,0,9,0,6.02586597382531,3.63758615972639
1,1,4,1,30,0,9,1,4.24849524204936,NA
3,0,11,0,53,1,9,1,6.20455776256869,NA
4,0,3,0,NA,NA,9,0,6.19847871649231,4.78749174278205
1,1,1,1,64,0,9,1,5.45958551414416,3.46573590279973
3,0,4,1,NA,NA,9,1,6.0282785202307,3.63758615972639
5,0,4,0,61,1,9,1,6.38012253689976,4.97673374242057
3,0,5,0,56,0,9,1,5.34710753071747,3.68887945411394
3,0,11,1,48,0,9,1,6.46146817635372,3.40119738166216
5,1,1,1,54,1,9,1,6.08677472691231,2.99573227355399
1,0,6,1,NA,NA,9,1,4.96284463025991,NA
5,0,2,0,76,1,9,1,7.02108396428914,4.0943445622221
2,0,2,0,70,0,9,1,4.70048036579242,1.6094379124341
1,0,2,0,73,0,9,0,4.65396035015752,NA
2,1,3,0,28,0,9,1,5.33271879326537,NA
3,0,3,0,63,0,9,1,5.77455154554441,NA
5,0,4,0,61,0,9,0,6.67582322163485,4.86753445045558
4,0,3,0,56,0,9,1,6.35437004079735,4.78749174278205
1,1,2,0,32,0,9,1,5.82600010738045,5.52146091786225
1,0,3,1,NA,NA,9,0,5.79605775076537,3.40119738166216
4,0,4,1,NA,NA,9,1,6.28226674689601,4.80402104473326
3,0,3,1,50,1,9,1,6.64248680136726,3.91202300542815
4,0,6,1,NA,NA,9,0,6.3261494731551,3.40119738166216
2,1,2,1,80,1,9,0,5.4553211153577,3.66356164612965
2,0,5,0,47,0,9,1,6.36302810354046,NA
2,0,5,0,NA,NA,9,1,6.3456363608286,3.58351893845611
4,1,2,1,65,0,9,0,4.86753445045558,3.40119738166216
3,1,4,0,36,0,9,1,5.87211778947542,3.55534806148941
2,1,4,1,30,0,9,1,5.20948615284142,NA
2,1,4,0,31,0,9,0,6.85646198459459,3.91202300542815
2,0,5,0,44,0,9,1,5.52146091786225,4.31748811353631
1,1,3,0,33,0,9,0,4.38202663467388,NA
3,0,5,0,NA,NA,9,1,5.56068163101553,2.99573227355399
4,0,1,0,74,1,9,1,NA,NA
2,0,3,1,46,1,9,1,5.93489419561959,2.30258509299405
4,0,7,1,68,1,9,1,7.05617528410041,3.40119738166216
3,1,3,0,43,1,9,1,6.30991827822652,NA
2,0,1,0,77,1,9,1,5.44673737166631,2.99573227355399
5,0,4,0,50,0,9,1,6.42971947803914,NA
3,0,3,0,72,0,9,1,5.56452040732269,NA
1,1,5,0,79,0,9,1,6.52209279817015,NA
2,0,3,1,88,0,9,1,6.5366915975913,5.07517381523383
3,0,1,0,66,1,9,1,5.12396397940326,NA
4,0,3,0,87,0,9,1,6.10255859461357,NA
4,0,4,0,58,1,9,1,6.91473089271856,3.91202300542815
2,0,3,0,88,0,9,0,6.11589212548303,NA
3,1,5,0,33,0,9,1,6.289715570909,NA
4,1,3,0,45,1,9,1,6.25382881157547,4.60517018598809
2,0,2,0,49,0,9,1,5.68697535633982,3.68887945411394
2,0,4,1,43,0,9,1,5.84354441703136,NA
3,0,7,0,52,0,9,0,6.52941883826223,4.24849524204936
3,1,4,0,33,0,9,1,6.5510803350434,3.91202300542815
3,0,5,0,NA,NA,9,1,6.13556489108174,5.29831736654804
2,0,5,0,39,0,9,1,6.41017488196617,5.12989871492307
4,0,2,0,63,0,9,1,5.85793315448346,2.70805020110221
1,1,2,0,77,0,9,1,2.99573227355399,NA
1,1,2,0,59,0,9,1,6.16120732169508,NA
4,0,3,0,76,0,9,0,5.10594547390058,NA
4,1,2,1,54,0,9,1,6.40687998606931,NA
5,0,2,0,54,1,9,0,6.48157712927643,1.79175946922805
2,1,8,0,54,0,9,1,6.46302945692067,4.06044301054642
1,0,7,0,NA,NA,9,1,5.18738580584075,NA
4,0,2,0,56,1,9,1,5.99396142730657,2.99573227355399
1,1,2,0,58,0,9,1,6.32793678372919,2.99573227355399
1,1,2,0,64,0,9,0,6.04025471127741,NA
1,1,2,0,55,0,9,1,5.19295685089021,2.99573227355399
5,0,5,0,52,0,9,1,7.01660968389422,6.10924758276437
5,0,4,0,NA,NA,9,1,6.62007320653036,4.70048036579242
1,1,6,1,53,0,9,0,5.94017125272043,NA
1,1,6,0,43,0,9,1,5.55682806169954,2.70805020110221
3,0,4,0,46,1,9,1,7.23705902612474,6.08677472691231
1,1,3,0,NA,NA,9,1,5.35658627467201,2.70805020110221
1,1,1,1,38,0,9,1,6.62273632394984,6.21460809842219
2,0,2,0,18,0,9,1,6.41345895716736,4.70048036579242
1,1,2,0,39,0,9,0,5.56068163101553,4.60517018598809
2,0,6,0,NA,NA,9,1,6.59578051396131,3.40119738166216
3,1,4,0,63,0,9,1,6.26530121273771,3.40119738166216
2,1,11,0,49,0,9,1,6.99668148817654,NA
1,1,4,0,53,0,9,1,6.27476202124194,4.60517018598809
3,0,3,0,66,1,9,1,6.89770494312864,3.91202300542815
1,1,3,0,32,1,9,1,5.83188247728352,NA
2,1,3,0,23,0,9,1,4.90527477843843,NA
3,0,4,0,52,1,9,1,6.21260609575152,5.01063529409626
1,1,1,1,55,0,9,1,6.00388706710654,2.30258509299405
5,0,5,0,64,0,9,1,5.42934562895444,3.55534806148941
1,1,2,0,61,0,9,0,5.63478960316925,NA
4,0,14,0,48,0,9,1,6.31896811374643,NA
1,1,8,0,NA,NA,9,1,6.44571981938558,NA
3,1,9,0,45,0,9,1,6.21460809842219,2.99573227355399
4,0,2,0,49,0,9,1,6.60665018619822,3.91202300542815
4,0,5,0,NA,NA,9,0,6.8351845861473,6.23441072571837
1,1,7,0,NA,NA,9,1,6.45990445437753,2.484906649788
4,0,5,0,56,0,9,1,5.4971682252932,NA
4,0,4,0,57,1,9,0,6.5792512120101,3.91202300542815
1,1,6,0,NA,NA,9,1,6.44571981938558,NA
2,0,4,0,35,1,9,1,5.01727983681492,NA
2,0,2,0,56,0,9,1,6.24997524225948,NA
4,0,2,0,60,1,9,1,5.27811465923052,3.13549421592915
1,0,4,0,NA,NA,9,1,5.93224518744801,NA
3,1,4,1,54,0,9,1,6.70196036600254,NA
2,1,7,0,59,1,9,1,6.08677472691231,NA
2,0,3,0,39,0,9,1,5.8805329864007,3.40119738166216
1,1,5,0,57,0,9,1,5.71702770140622,NA
1,1,1,0,NA,NA,9,1,NA,NA
2,1,5,0,33,0,9,1,6.32076829425058,NA
1,0,2,0,31,1,9,1,6.0282785202307,2.30258509299405
3,1,4,0,NA,NA,9,1,3.68887945411394,NA
1,0,6,0,34,1,9,1,6.62007320653036,NA
2,1,1,0,71,1,9,0,5.68357976733868,NA
1,1,3,0,57,0,9,1,5.35658627467201,NA
1,1,6,0,52,0,9,1,5.68697535633982,NA
4,0,3,0,32,1,9,0,5.96357934361845,4.49980967033027
4,0,6,0,58,0,9,1,5.97635090929793,3.2188758248682
1,1,2,0,63,0,9,1,5.5834963087817,NA
1,1,3,0,48,1,9,1,6.361302477573,4.15888308335967
1,1,7,0,55,0,9,1,6.22455842927536,NA
2,1,2,0,62,0,9,1,5.92958914338989,NA
2,0,5,0,NA,NA,9,1,6.3578422665081,4.23410650459726
2,1,4,0,NA,NA,9,0,6.65929391968364,3.91202300542815
2,0,9,0,45,0,9,1,6.01615715969835,3.91202300542815
2,0,4,0,64,0,9,1,6.29710931993394,3.68887945411394
3,1,2,0,60,0,9,1,5.8111409929767,3.17805383034795
2,1,8,0,29,0,9,1,5.76832099579377,3.40119738166216
1,1,5,0,39,0,9,1,5.89164421182577,NA
5,0,6,0,54,0,9,1,7.26542972325395,5.52146091786225
2,0,2,0,80,0,9,1,5.99645208861902,NA
3,0,5,1,29,1,9,1,6.50727771238501,NA
5,1,2,0,51,0,9,0,6.92951677076365,5.19295685089021
3,0,3,0,71,1,9,1,6.8001700683022,4.38202663467388
1,1,7,0,NA,NA,9,1,6.65415252018322,2.99573227355399
3,1,2,0,NA,NA,9,1,5.68697535633982,3.73766961828337
1,0,8,1,34,0,9,1,6.31896811374643,4.9416424226093
2,0,4,1,38,0,9,1,5.77765232322266,4.0943445622221
3,0,3,0,51,0,9,1,6.67456139181443,5.4971682252932
3,1,3,0,29,0,9,1,6.11368217983223,NA
2,1,4,0,29,1,9,1,5.48063892334199,NA
3,1,5,0,46,0,9,1,5.91079664404053,3.17805383034795
4,0,3,0,60,0,9,1,6.52941883826223,4.60517018598809
2,0,5,0,66,0,9,1,5.69035945432406,2.484906649788
3,1,6,1,34,0,9,1,5.85507192220243,NA
2,1,5,0,36,0,9,1,6.23441072571837,NA
2,1,2,0,61,0,9,0,5.04985600724954,3.87120101090789
3,0,6,0,55,1,9,1,6.50128967054039,NA
4,0,5,0,65,1,9,0,6.78558764500793,NA
1,1,6,0,45,0,9,1,6.42971947803914,NA
4,1,5,0,42,0,9,1,6.47697236288968,NA
2,1,1,1,68,0,9,1,5.94017125272043,2.99573227355399
4,0,4,0,35,0,9,1,5.82304589548302,2.70805020110221
1,0,3,1,73,0,9,1,NA,NA
4,0,4,0,36,0,9,0,6.73933662735717,5.10594547390058
5,0,4,0,60,0,9,1,6.11809719804135,3.40119738166216
3,1,4,1,43,0,9,1,6.13122648948314,4.60517018598809
1,1,1,0,58,1,9,1,5.64544689764324,NA
1,0,5,0,NA,NA,9,1,6.12905021006055,4.00733318523247
4,0,4,0,69,1,9,1,6.17378610390194,NA
1,1,8,0,51,0,9,1,6.75809450442773,3.2188758248682
4,0,2,0,76,1,9,0,7.10167597161944,5.07517381523383
2,0,1,0,69,0,9,0,4.43081679884331,2.70805020110221
2,1,5,0,42,0,9,1,6.5191472879404,5.27299955856375
4,1,1,0,66,1,9,1,6.3456363608286,4.60517018598809
2,0,5,1,21,0,9,1,3.40119738166216,NA
2,0,3,0,51,0,9,1,6.51471269087253,3.68887945411394
1,1,6,0,64,0,9,0,5.95324333428778,4.18965474202643
2,0,4,1,49,0,9,1,5.79301360838414,NA
4,1,2,0,45,0,9,0,5.25227342804663,NA
2,1,2,0,56,0,9,1,5.92692602597041,4.56434819146784
1,0,3,1,51,0,9,1,5.605802066296,NA
2,1,10,0,45,0,9,1,6.38856140554563,NA
2,0,4,0,38,0,9,1,6.13122648948314,3.09104245335832
1,1,3,1,NA,NA,9,1,5.98645200528444,NA
2,0,4,0,31,0,9,0,6.43294009273918,NA
2,0,3,0,NA,NA,9,1,5.99146454710798,NA
1,0,2,0,51,1,9,1,5.80513496891649,NA
2,1,6,0,59,0,9,1,6.56667242980324,NA
4,0,4,1,64,0,9,1,6.2363695902037,3.91202300542815
3,1,6,0,52,0,9,1,6.28785856016178,4.24849524204936
3,1,4,1,69,0,9,1,6.10702288774225,NA
3,0,2,0,53,0,9,1,7.16239749735572,4.0943445622221
5,0,4,0,36,0,9,1,6.38012253689976,NA
3,1,5,0,47,0,9,1,5.39362754635236,2.94443897916644
3,0,5,0,42,0,9,1,6.12029741895095,5.39362754635236
4,0,1,1,63,1,9,1,5.82894561761021,NA
4,0,3,0,40,1,9,0,6.29156913955832,3.80666248977032
4,1,6,0,46,0,9,1,6.19847871649231,2.70805020110221
5,0,3,0,NA,NA,9,0,7.04925484125584,5.7037824746562
2,0,2,0,NA,NA,9,1,5.73334127689775,4.55387689160054
2,1,8,0,72,0,9,1,5.4380793089232,NA
5,0,4,1,NA,NA,9,0,6.93731408122368,4.70048036579242
5,0,3,1,63,1,9,0,6.91869521902047,5.24702407216049
3,1,10,0,46,0,9,1,6.07304453410041,NA
2,0,6,0,45,0,9,1,6.13339804299665,4.77912349311153
2,0,4,0,23,0,9,1,6.18620862390049,NA
5,1,5,0,44,0,9,0,6.13122648948314,2.99573227355399
2,0,5,0,47,1,9,1,5.65599181081985,NA
3,0,2,1,51,1,9,1,6.13772705408623,NA
2,1,4,0,35,0,9,0,6.07534603108868,3.91202300542815
2,1,6,0,59,0,9,1,3.91202300542815,NA
4,1,2,1,53,1,9,1,6.64639051484773,NA
2,1,4,0,NA,NA,9,0,5.11198778835654,3.80666248977032
3,1,3,1,40,0,9,0,6.37331978957701,3.91202300542815
3,0,2,0,72,0,9,1,5.57215403217776,NA
4,0,4,0,40,0,9,1,6.70808408385307,NA
1,1,4,0,54,0,9,1,6.32435896238131,4.12713438504509
4,0,2,0,NA,NA,9,0,4.38202663467388,NA
2,1,3,0,63,0,9,1,6.32256523992728,5.39362754635236
3,1,5,0,44,0,9,1,6.67708346124714,NA
2,0,6,0,40,0,9,1,6.56807791141198,4.24849524204936
1,0,4,0,49,0,9,1,6.39692965521615,5.99146454710798
1,1,5,0,64,0,9,1,5.50533153593236,3.80666248977032
3,0,4,0,61,0,9,1,4.0943445622221,NA
4,0,5,0,61,0,9,1,6.361302477573,NA
1,1,5,0,41,0,9,1,5.11198778835654,NA
2,1,3,0,62,0,9,0,6.15697898558556,5.34710753071747
2,1,10,0,55,0,9,1,6.05443934626937,NA
1,1,7,1,45,0,9,1,5.62401750618734,NA
3,0,3,0,67,1,9,1,6.19644412779452,3.40119738166216
3,1,4,0,38,1,9,1,5.92958914338989,2.89037175789616
1,0,2,0,65,0,9,1,5.32300997913841,NA
1,1,6,0,25,1,9,1,5.28320372873799,NA
5,0,2,0,NA,NA,9,1,4.49980967033027,NA
4,1,5,1,39,0,9,1,6.53524127101366,NA
3,1,3,0,56,0,9,1,5.58724865840025,3.2188758248682
1,0,5,0,27,0,9,1,6.58063913728495,NA
2,0,3,1,NA,NA,9,1,5.60947179518496,2.30258509299405
5,0,3,1,NA,NA,9,0,6.43615036836943,NA
2,1,5,0,28,0,9,1,6.29894924685594,2.30258509299405
1,1,6,0,28,0,9,1,5.5834963087817,2.484906649788
1,0,6,0,53,0,9,1,6.66057514983969,NA
5,0,2,0,63,0,9,1,7.05185562295589,2.89037175789616
3,0,6,0,63,0,9,1,6.56667242980324,NA
2,1,4,0,31,0,9,1,5.97126183979046,5.07517381523383
2,0,5,0,NA,NA,9,1,6.49223983502047,NA
3,0,5,0,46,0,9,1,6.66057514983969,3.40119738166216
2,1,5,0,52,0,9,1,6.64118216974059,5.39362754635236
4,0,5,1,42,0,9,1,6.62406522779989,NA
1,1,5,1,42,0,9,1,4.71849887129509,NA
1,0,4,0,58,0,9,0,6.57228254269401,4.0943445622221
1,0,3,0,53,0,9,1,4.43081679884331,NA
3,0,6,0,56,0,9,1,6.05208916892442,NA
2,1,5,0,39,0,9,1,6.14203740558736,3.91202300542815
4,0,5,0,49,1,9,1,6.1463292576689,NA
1,1,5,0,35,1,9,1,5.76832099579377,4.74493212836325
3,0,2,0,32,0,9,1,6.06145691892802,NA
3,1,7,0,48,0,9,1,6.33859407820318,NA
3,0,8,1,63,0,9,1,7.22256601882217,3.91202300542815
1,1,5,0,53,0,9,0,7.26403014289953,NA
2,1,3,0,54,0,9,1,6.01615715969835,4.24849524204936
3,0,5,1,37,0,9,1,6.70808408385307,2.99573227355399
2,1,6,0,44,0,9,1,5.57594910314632,2.70805020110221
2,1,4,1,58,0,9,1,5.7268477475872,NA
1,1,7,0,NA,NA,9,1,6.10924758276437,NA
3,0,6,0,36,0,9,1,7.50659178007084,5.44673737166631
3,1,3,0,59,0,9,1,5.73657229747919,NA
4,1,4,0,45,0,9,1,6.40522845803084,4.88280192258637
5,0,5,0,NA,NA,9,1,6.14418563412565,3.68887945411394
3,0,6,0,55,0,9,0,6.31896811374643,NA
3,0,2,0,64,0,9,1,6.04025471127741,NA
1,1,7,1,55,1,9,1,5.99146454710798,NA
4,0,2,0,47,1,9,1,5.25227342804663,NA
3,1,3,0,72,1,9,0,5.5834963087817,4.24849524204936
4,1,2,0,75,0,9,0,5.82894561761021,3.25809653802148
1,0,4,1,22,1,9,1,6.22257626807137,2.99573227355399
4,0,9,0,60,0,9,1,6.16331480403464,NA
2,1,3,0,65,0,9,0,5.4380793089232,4.0943445622221
2,1,8,0,44,0,9,1,5.34710753071747,NA
3,0,2,0,36,0,9,0,4.45434729625351,NA
2,0,2,0,63,0,9,0,6.09807428216624,NA
1,1,1,0,75,1,9,1,5.0998664278242,NA
4,1,6,0,57,0,9,1,6.68210859744981,5.88610403145016
3,0,2,0,77,1,9,1,6.15697898558556,NA
2,1,2,0,71,0,9,0,5.41164605185504,NA
1,1,4,0,NA,NA,9,1,5.07517381523383,5.29831736654804
4,0,4,0,76,0,9,1,6.20455776256869,5.36129216570943
3,0,4,0,NA,NA,9,1,6.20253551718792,3.40119738166216
2,1,6,0,35,0,9,1,7.14677217945264,4.24849524204936
1,1,3,0,78,1,9,1,5.46383180502561,5.24702407216049
1,1,6,0,38,0,9,1,6.23441072571837,4.0943445622221
1,0,5,0,32,0,9,1,5.35185813347607,NA
2,0,2,0,61,0,9,1,5.35658627467201,3.40119738166216
1,1,2,0,41,1,9,1,5.94542060860658,NA
1,1,7,0,56,0,9,1,5.80513496891649,4.24849524204936
4,0,2,0,71,0,9,0,5.92692602597041,4.60517018598809
2,1,2,0,55,0,9,1,5.8805329864007,NA
3,1,5,0,47,1,9,1,6.31896811374643,4.60517018598809
4,0,1,0,33,0,9,0,5.74939298590825,NA
4,0,1,0,62,1,9,1,5.23110861685459,NA
4,0,5,0,68,1,9,0,5.4553211153577,NA
5,0,2,0,68,0,9,1,6.02102334934953,3.3322045101752
3,1,4,1,33,0,9,1,5.92157841964382,2.70805020110221
5,0,4,0,52,1,9,1,6.24997524225948,4.24849524204936
2,0,4,0,46,1,9,1,5.83773044716594,3.68887945411394
1,1,5,1,42,0,9,1,6.23244801655052,3.93182563272433
4,0,7,0,NA,NA,9,0,7.22256601882217,4.49980967033027
4,1,3,0,71,0,9,1,5.8348107370626,NA
3,0,5,0,41,0,9,1,6.10031895202006,3.40119738166216
3,0,2,1,63,0,9,1,5.94017125272043,NA
5,0,5,0,52,1,9,1,6.46146817635372,4.06044301054642
3,1,2,0,52,1,9,1,5.24702407216049,NA
2,1,2,0,72,0,9,1,6.13339804299665,NA
1,0,3,0,67,0,9,1,6.41836493593621,4.43081679884331
3,1,5,0,65,0,9,1,6.04025471127741,5.07517381523383
4,0,2,1,65,0,9,1,5.69035945432406,NA
2,1,2,1,53,0,9,1,6.29526600143965,NA
2,1,2,0,NA,NA,9,1,5.95064255258773,2.70805020110221
2,1,7,0,62,0,9,0,7.37963215260955,NA
1,0,3,0,66,0,9,1,5.78074351579233,2.77258872223978
5,1,6,0,54,1,9,1,6.32793678372919,NA
1,0,5,1,37,0,9,0,6.5792512120101,3.04452243772342
3,1,5,0,35,0,9,1,6.12686918411419,NA
1,1,2,0,63,0,9,1,4.64439089914137,2.70805020110221
1,1,12,0,NA,NA,9,1,6.0282785202307,4.24849524204936
2,1,3,0,35,0,9,1,6.16541785423142,NA
1,1,5,0,32,0,9,1,7.2152399787301,NA
5,0,2,0,NA,NA,9,0,5.93489419561959,NA
2,1,5,0,40,1,9,1,3.68887945411394,2.99573227355399
2,1,3,0,NA,NA,9,1,6.01859321449623,NA
5,0,2,0,70,0,9,0,5.26269018890489,NA
3,1,8,0,NA,NA,9,0,5.59471137960184,NA
3,1,3,0,56,0,9,1,6.14846829591765,4.58496747867057
5,1,2,0,45,1,9,1,6.4723462945009,NA
3,1,3,0,31,0,9,0,6.56667242980324,4.60517018598809
3,1,2,0,50,0,9,1,6.42971947803914,5.52146091786225
3,0,5,0,41,0,9,1,6.22059017009974,NA
3,0,8,0,46,1,9,0,6.40522845803084,4.0943445622221
3,1,3,0,39,1,9,1,5.62762111369064,2.89037175789616
2,0,6,0,71,0,9,1,6.19440539110467,NA
4,0,1,0,67,1,9,1,NA,NA
2,0,6,0,52,0,9,1,5.96614673912369,NA
1,1,5,0,46,0,9,1,5.4553211153577,NA
1,1,4,0,32,0,9,1,5.30330490805908,NA
2,1,2,0,73,0,9,1,6.36647044773144,3.40119738166216
4,0,2,0,31,0,9,0,6.1527326947041,5.39362754635236
1,1,4,0,NA,NA,9,1,6.61472560020376,3.68887945411394
3,1,1,0,76,1,9,1,3.91202300542815,NA
4,0,5,1,NA,NA,9,0,6.42324696353352,5.90808293816893
3,0,1,0,84,1,9,0,4.30406509320417,NA
3,1,4,1,44,0,9,1,5.95583736946483,2.30258509299405
3,1,2,0,93,0,9,0,5.605802066296,NA
1,1,8,0,35,0,9,1,5.66988092298052,3.40119738166216
2,0,4,0,40,1,9,0,5.96100533962327,2.70805020110221
3,1,6,0,NA,NA,9,1,6.29156913955832,4.60517018598809
2,0,2,0,62,0,9,1,6.87729607149743,5.29831736654804
3,0,6,1,71,0,9,1,5.96614673912369,2.99573227355399
1,1,1,0,76,1,9,1,4.36944785246702,NA
3,0,2,0,62,0,9,1,5.36597601502185,NA
1,0,5,0,49,0,9,1,6.65027904858742,NA
4,1,3,0,38,0,9,1,7.05272104923232,5.29831736654804
2,0,3,0,30,0,9,0,6.21460809842219,5.59842195899838
1,1,5,0,48,0,9,0,5.79909265446053,NA
4,0,5,0,68,1,9,0,6.39692965521615,3.91202300542815
2,0,2,0,77,0,9,1,6.1779441140506,NA
3,1,3,0,61,0,9,1,5.71702770140622,NA
4,1,5,0,NA,NA,9,1,6.85646198459459,NA
2,1,6,0,46,0,9,1,6.53233429222235,4.60517018598809
2,1,3,0,49,0,9,1,6.42971947803914,NA
3,0,2,1,54,1,9,1,4.43081679884331,NA
3,1,5,0,73,1,9,1,6.50428817353665,5.56068163101553
2,1,3,0,66,0,9,1,6.31535800152233,3.58351893845611
4,0,4,0,49,0,9,1,6.88653164253051,1.79175946922805
3,1,6,0,40,0,9,1,5.8636311755981,4.82028156560504
